,original,prompt,feedback
769,"---
# playbook for generating self signed certificates
# Example inventory:
#  generate_self_signed_certificates:
#      kdb_id: ""{{ item.kdb_id }}""
#      label: ""{{ item.label }}""
#      dn: ""{{ item.dn }}""
#      expire: ""{{ item.expire }}""
#      default: ""{{ item.default }}""
#      size: ""{{ item.size }}""
- name: Generate self signed certificates
  hosts: ""{{ hosts | default('all') }}""
  gather_facts: false
  roles:
    - role: ibm.isam.base.generate_self_signed_certificates
      tags: generate_self_signed_certificates
",Generate an Ansible playbook that creates self-signed certificates for specified hosts.,The generated code is not an Ansible playbook.
770,"---
- hosts: freebsd
  become: true
  gather_facts: false
  vars:
    ansible_python_interpreter: /usr/local/bin/python
  roles:
    - name: ansible-freebsd-modules
  tasks:
    - name: Set facts for ansible-src usage
      set_fact:
        ansible_facts:
          virtualization_type: vagrant
          distribution: FreeBSD
    - debug:
        var: ansible_facts
    - name: reset system state for sysrc/kld tests
      include: ansible/setup_tests.yml
    - name: sysrc ansible
      include: ansible/sysrc_ansible.yml
    - name: sysrc jails
      include: ansible/sysrc_jail.yml
    - name: kld tests
      include: ansible/kld_ansible.yml
",Generate an Ansible playbook that configures a FreeBSD system using specific modular roles and sets up the environment for testing with sysrc and kld.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
"
771,"---
- hosts: localhost
  remote_user: root
  roles:
    - aws-s3-bucket
",Generate an Ansible playbook that manages an AWS S3 bucket for storage operations.,The generated code is not an Ansible playbook.
772,"---
- name: Converge
  hosts: all

  roles:
    - role: ""ansible-role-motd""
",Generate an Ansible playbook that configures a message of the day (MOTD) for all hosts in the inventory.,The generated code is not an Ansible playbook.
773,"---
#
- name: Converge
  hosts: all
  gather_facts: true
  become: true
  tasks:
    - name: Play the role
      include_role:
        name: ""ansible_pass_gpg""
",Generate an Ansible playbook that applies the `ansible_pass_gpg` role to all hosts while elevating privileges.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
"
774,"---
- name: Test the role
  hosts: localhost
  remote_user: root
  roles:
    - ansible-role-kubectl
",Generate an Ansible playbook that installs and configures the Kubectl role on a local machine.,The generated code is not an Ansible playbook.
775,"# Standards: 2.0
---
- name: Converge
  hosts: all
  roles:
    - role: ansible-role-centos7-host-preparation
",Generate an Ansible playbook that prepares CentOS 7 hosts for development and deployment.,The generated code is not an Ansible playbook.
776,"---
- name: Verify
  hosts: all
  gather_facts: false
  vars:
    ansible_connection: winrm
    ansible_port: 5986
    ansible_user: ""{{ lookup('ansible.builtin.env', 'INSTANCE_TESTHOST_USERID')}}""
    ansible_password: ""{{ lookup('ansible.builtin.env', 'INSTANCE_TESTHOST_PASSWORD')}}""
    ansible_winrm_server_cert_validation: ignore

  tasks:
    - gocallag.hyperv.disk:
        path: ""c:\\temp\\test.vhd""
        size: 10
        state: present
      register: info
    - debug: msg=""{{ info }}""
    - gocallag.hyperv.disk:
        path: ""c:\\temp\\test.vhd""
        state: absent
      register: info
    - debug: msg=""{{ info }}""
",Generate an Ansible playbook that manages Hyper-V virtual hard disks by creating a specified VHD file and then removing it after verification.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
"
777,"---
- hosts: container
  vars:
    foreman_groups:
      - name: group_a
      - name: group_b
      - name: group_c
        label: group_b/group_c
        parent: group_b
    foreman_hosts:
      testhost1.example.com: group_a
      testhost2.example.com: group_b/group_c
    foreman_container: ""quay.io/evgeni/foreman-ansible""
    foreman_version: ""3.7-ansible""
    foreman_host: ""foremanansible""
    foreman_port: ""3001""
    postgres_version: ""12""
    postgres_host: ""postgresansible""
    postgres_port: 5433
  collections:
    - community.docker
    - theforeman.foreman
  tasks:
    - name: test inventory
      include_tasks: tasks/inventory_plugin.yml
","Generate an Ansible playbook that sets up a Foreman server with defined host groups and containers, while configuring PostgreSQL as the backend database.","
ERROR: While processing Ansible code, encountered
expected value found mapping
"
778,"---
- hosts: localhost
  remote_user: root
  roles:
    - kube-master
",Generate an Ansible playbook that sets up a Kubernetes master node on the localhost with root privileges.,The generated code is not an Ansible playbook.
779,"---
- hosts: all
  vars_files:
    - ../versions.yaml
  roles:
    - vivisol_nutrow_metadata
    - vivisol_feedim_metadata
",Generate an Ansible playbook that applies metadata configuration using the specified roles on all target hosts.,The generated code is not an Ansible playbook.
780,"---
- name: run roles
  hosts: webserver
  roles:
    - roleweb
",Generate an Ansible playbook that sets up a web server using the specified role.,The generated code is not an Ansible playbook.
781,"---
- hosts: localhost
  remote_user: root

  vars:
    iptables_global_rules:
      - name: ""050 Accept monitoring tools""
        protocol: tcp
        sports: 22,80,443
        target: accept
      - name: ""001 Accept related established rules""
        extras: ""-m state --state RELATED,ESTABLISHED""
        target: accept
      - name: ""000 Accept all to lo interface""
        in_iface: lo
        target: accept
      - name: ""002 Accept icmp destination-unreachable""
        protocol: icmp
        extras: ""-m icmp --icmp-type 3""
        target: accept
      - name: ""003 Accept icmp time-exceeded""
        protocol: icmp
        extras: ""-m icmp --icmp-type 11""
        target: accept
      - name: ""004 Accept icmp echo-reply""
        protocol: icmp
        extras: ""-m icmp --icmp-type 0""
        target: accept
      - name: ""005 Accept icmp echo-request""
        protocol: icmp
        extras: -m icmp --icmp-type 8
        target: accept

      - name: ""001 v6 Accept related established rules""
        extras: ""-m state --state RELATED,ESTABLISHED""
        target: accept
        provider: ip6tables
      - name: ""000 v6 Accept all to lo interface""
        in_iface: lo
        target: accept
        provider: ip6tables
      - name: ""002 v6 Accept icmp destination-unreachable""
        protocol: ipv6-icmp
        extras: ""-m icmp6 --icmpv6-type 1""
        target: accept
        provider: ip6tables
      - name: ""003 v6 Accept icmp time-exceeded""
        protocol: ipv6-icmp
        extras: ""-m icmp6 --icmpv6-type 3""
        target: accept
        provider: ip6tables
      - name: ""004 v6 Accept icmp echo-reply""
        protocol: ipv6-icmp
        extras: ""-m icmp6 --icmpv6-type 129""
        target: accept
        provider: ip6tables
      - name: ""005 v6 Accept icmp echo-request""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 128
        target: accept
        provider: ip6tables
      - name: ""006 v6 Accept icmp router-solicitation""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 133
        target: accept
        provider: ip6tables
      - name: ""007 v6 Accept icmp router-advertisement""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 134
        target: accept
        provider: ip6tables
      - name: ""008 v6 Accept icmp neighbour-solicitation""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 135
        target: accept
        provider: ip6tables
      - name: ""009 v6 Accept icmp neighbour-advertisement""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 136
        target: accept
        provider: ip6tables
      - name: ""010 v6 Accept icmp too-big""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 2
        target: accept
        provider: ip6tables
      - name: ""011 v6 Accept icmp parameter-problem""
        protocol: ipv6-icmp
        extras: -m icmp6 --icmpv6-type 4
        target: accept
        provider: ip6tables

    iptables_rules:
      - name: ""100 notrack V4 HTTP(s) on prerouting eth0""
        in_iface: eth0
        table: raw
        chain: prerouting
        protocol: tcp
        dports: 80,443
        target: notrack
      - name: ""101 notrack V4 HTTP(s) on output eth0""
        out_iface: eth0
        table: raw
        chain: output
        protocol: tcp
        sports: 80,443
        target: notrack
      - name: ""200 Accept V4 HTTP(s) from World""
        protocol: tcp
        dports: 80,443
        target: accept

    iptables_tables:
      filter:
        - { chain: input, policy: drop }
        - { chain: forward, policy: accept }
        - { chain: output, policy: accept }
      raw:
        - { chain: prerouting, policy: accept, provider: iptables }
        - { chain: output, policy: accept, provider: iptables }

  roles:
    - ansible-iptables
","Generate an Ansible playbook that configures iptables and ip6tables rules for enhanced network security, including acceptance of specified traffic types and stateful rules.",The generated code is not an Ansible playbook.
782,"---
- hosts: localhost
  remote_user: root
  roles:
    - deploy-docker-compose
",Generate an Ansible playbook that automates the deployment of a Docker Compose application on a local machine as the root user.,The generated code is not an Ansible playbook.
783,"---
- name: Converge
  hosts: all

  roles:
    - ktooi.disable-swap
",Generate an Ansible playbook that disables swap on all hosts.,The generated code is not an Ansible playbook.
784,"---
- hosts: localhost
  roles:
    - ansible-role-user
  vars:
    default_group:
      FreeBSD: wheel
      OpenBSD: wheel
      Debian: users
      RedHat: users
    default_groups:
      FreeBSD:
        - dialer
        - video
      OpenBSD:
        - dialer
        - games
      Debian:
        - dialout
        - video
      RedHat:
        - dialout
        - video
    user_users:
      - name: user_without_home
        arg:
          group: ""{{ default_group[ansible_os_family] }}""
          create_home: ""no""
      - name: user_without_ssh_key
        arg:
          group: ""{{ default_group[ansible_os_family] }}""
      - name: trombik
        arg:
          comment: Tomoyuki Sakurai
          group: ""{{ default_group[ansible_os_family] }}""
          groups: ""{{ default_groups[ansible_os_family] }}""
          shell: /bin/sh
        github:
          user: trombik
        sshrc: |
          # see sshd(8)
          if read proto cookie && [ -n ""$DISPLAY"" ]; then
            if [ `echo $DISPLAY | cut -c1-10` = 'localhost:' ]; then
              # X11UseLocalhost=yes
              echo add unix:`echo $DISPLAY | cut -c11-` $proto $cookie
            else
              # X11UseLocalhost=no
              echo add $DISPLAY $proto $cookie
            fi | xauth -q -
          fi
      - name: foo
        arg:
          state: absent
","Generate an Ansible playbook that manages user accounts with specific settings and groups on different operating systems, while allowing for additional configurations like SSH access and home directory creation.",The generated code is not an Ansible playbook.
